datum,partei,rolling_average,sz_err,ci_higher,ci_lower
2013-10-23,Grüne,0.0831037234042553,0.012311579787234,0.0954153031914894,0.0707921436170213
2013-10-23,FDP,0.0333244680851064,0.00795291223404255,0.0412773803191489,0.0253715558510638
2013-10-23,Linke,0.0946768617021277,0.0130894268617021,0.10776628856383,0.0815874348404255
2013-10-23,AfD,0.049000664893617,0.00963123138297872,0.0586318962765957,0.0393694335106383
2013-10-25,CDU/CSU,0.420630234208659,0.0226143463449255,0.443244580553584,0.398015887863733
2013-10-25,SPD,0.254597586941093,0.0200011781405252,0.274598765081618,0.234596408800568
2013-10-25,Grüne,0.0847721788502484,0.012766733853797,0.0975389127040454,0.0720054449964514
2013-10-25,FDP,0.0350078069552874,0.0083982228530873,0.0434060298083747,0.0266095841022001
2013-10-25,Linke,0.0949921930447126,0.0134370191625266,0.108429212207239,0.081555173882186
2013-10-25,AfD,0.05,0.00998841447835344,0.0599884144783534,0.0400115855216466
2013-10-27,CDU/CSU,0.416500630517024,0.0210948549810845,0.437595485498108,0.395405775535939
2013-10-27,SPD,0.258143757881463,0.0187475119798235,0.276891269861286,0.239396245901639
2013-10-27,Grüne,0.0894148802017655,0.0121302320302648,0.10154511223203,0.0772846481715006
2013-10-27,FDP,0.0344489281210593,0.00781514627994956,0.0422640744010088,0.0266337818411097
2013-10-27,Linke,0.0914918032786885,0.012370104665826,0.103861907944514,0.0791216986128626
2013-10-27,AfD,0.05,0.00932848549810845,0.0593284854981085,0.0406715145018916
2013-10-30,CDU/CSU,0.413348884125583,0.0210725684024713,0.434421452528054,0.392276315723112
2013-10-30,SPD,0.254989282562098,0.0186747585424284,0.273664041104527,0.23631452401967
2013-10-30,Grüne,0.0925671415962678,0.0123160963308536,0.104883237927121,0.0802510452654142
2013-10-30,FDP,0.0344496280418611,0.00781512923969235,0.0422647572815534,0.0266344988021687
2013-10-30,Linke,0.0914916151809356,0.0123699596519985,0.103861574832934,0.0791216555289371
2013-10-30,AfD,0.05,0.00932838607993948,0.0593283860799395,0.0406716139200605
2013-11-03,CDU/CSU,0.417251336898396,0.0218367981283422,0.439088135026738,0.395414538770054
2013-11-03,SPD,0.250986631016043,0.0192499331550802,0.270236564171123,0.231736697860963
2013-11-03,Grüne,0.088418449197861,0.0125450534759358,0.100963502673797,0.0758733957219251
2013-11-03,FDP,0.0347179144385027,0.00810512834224599,0.0428230427807487,0.0266127860962567
2013-11-03,Linke,0.091581550802139,0.0128044278074866,0.104385978609626,0.0787771229946524
2013-11-03,AfD,0.05,0.00965514973262032,0.0596551497326203,0.0403448502673797
2013-11-06,CDU/CSU,0.417250969380933,0.021840474662388,0.439091444043321,0.395410494718545
2013-11-06,SPD,0.25433079288675,0.0193271506885947,0.273657943575344,0.235003642198155
2013-11-06,Grüne,0.0884182377323171,0.0125452306458083,0.100963468378125,0.0758730070865089
2013-11-06,FDP,0.0313745153095334,0.00777425859072068,0.039148773900254,0.0236002567188127
2013-11-06,Linke,0.0915817622676829,0.0128046396577083,0.104386401925391,0.0787771226099746
2013-11-06,AfD,0.05,0.00965529883674288,0.0596552988367429,0.0403447011632571
2013-11-07,CDU/CSU,0.42,0.0213608719106762,0.441360871910676,0.398639128089324
2013-11-07,SPD,0.253391042529168,0.0188387705432192,0.272229813072387,0.234552271985949
2013-11-07,Grüne,0.0904227825868774,0.0123908744197717,0.102813657006649,0.0780319081671058
2013-11-07,FDP,0.03,0.00738550244636808,0.0373855024463681,0.0226144975536319
2013-11-07,Linke,0.0914841299711454,0.0125026947685359,0.103986824739681,0.0789814352026095
2013-11-07,AfD,0.0480930874419772,0.00921979927236231,0.0573128867143395,0.0388732881696149
2013-11-08,CDU/CSU,0.42,0.0212606884596335,0.441260688459633,0.398739311540367
2013-11-08,SPD,0.253476968796434,0.0187530113917781,0.272229980188212,0.234723957404656
2013-11-08,Grüne,0.0918821198613175,0.0124578900445765,0.104340009905894,0.079424229816741
2013-11-08,FDP,0.03,0.00735206042595344,0.0373520604259534,0.0226479395740466
2013-11-08,Linke,0.09,0.0123280237741456,0.102328023774146,0.0776719762258544
2013-11-08,AfD,0.0481178801386825,0.00917847449232293,0.0572963546310055,0.0389394056463596
2013-11-10,CDU/CSU,0.416980536559705,0.0219612467122567,0.438941783271962,0.395019289847449
2013-11-10,SPD,0.256712256706996,0.0194623513940032,0.276174608100999,0.237249905312993
2013-11-10,Grüne,0.0950184113624408,0.0130556233561284,0.108074034718569,0.0819627880063125
2013-11-10,FDP,0.03,0.00760084692267228,0.0376008469226723,0.0223991530773277
2013-11-10,Linke,0.09,0.0127486059968438,0.102748605996844,0.0772513940031562
2013-11-10,AfD,0.0480010520778538,0.0094827143608627,0.0574837664387165,0.0385183377169911
2013-11-13,CDU/CSU,0.413692307692308,0.0219378829717291,0.435630190664037,0.391754424720579
2013-11-13,SPD,0.253422748191979,0.0193863852728468,0.272809133464826,0.234036362919132
2013-11-13,Grüne,0.0950177514792899,0.0130553819855358,0.108073133464826,0.0819623694937541
2013-11-13,FDP,0.0332886259040105,0.00792630111768573,0.0412149270216963,0.0253623247863248
2013-11-13,Linke,0.0932886259040105,0.0129259907955293,0.10621461669954,0.0803626351084813
2013-11-13,AfD,0.0480013149243919,0.00948259040105194,0.0574839053254438,0.0385187245233399
2013-11-17,CDU/CSU,0.413477830071835,0.0212192878375031,0.434697117909339,0.392258542234332
2013-11-17,SPD,0.250380232846173,0.0186859450086698,0.269066177854843,0.231694287837503
2013-11-17,Grüne,0.0953071587812732,0.012636482536537,0.10794364131781,0.0826706762447362
2013-11-17,FDP,0.0330975972256626,0.0076590091652217,0.0407566063908843,0.0254385880604409
2013-11-17,Linke,0.0930975972256626,0.01249920113946,0.105596798365123,0.0805983960862026
2013-11-17,AfD,0.0481174139212286,0.00917878870448353,0.0572962026257122,0.0389386252167451
2013-11-20,CDU/CSU,0.413477830071835,0.0212192878375031,0.434697117909339,0.392258542234332
2013-11-20,SPD,0.250380232846173,0.0186859450086698,0.269066177854843,0.231694287837503
2013-11-20,Grüne,0.0984047560069358,0.0128037527867228,0.111208508793659,0.085601003220213
2013-11-20,FDP,0.0330975972256626,0.0076590091652217,0.0407566063908843,0.0254385880604409
2013-11-20,Linke,0.0930975972256626,0.01249920113946,0.105596798365123,0.0805983960862026
2013-11-20,AfD,0.0481174139212286,0.00917878870448353,0.0572962026257122,0.0389386252167451
2013-11-22,CDU/CSU,0.413034391534392,0.0217323187830688,0.43476671031746,0.391302072751323
2013-11-22,SPD,0.248395502645503,0.0190839788359788,0.267479481481481,0.229311523809524
2013-11-22,Grüne,0.0982962962962963,0.0131094100529101,0.111405706349206,0.0851868862433862
2013-11-22,FDP,0.0333082010582011,0.00785720634920635,0.0411654074074074,0.0254509947089947
2013-11-22,Linke,0.093308201058201,0.0128084431216931,0.106116644179894,0.0804997579365079
2013-11-22,AfD,0.0486693121693122,0.00943388888888889,0.0581032010582011,0.0392354232804233
2013-11-24,CDU/CSU,0.416426632376054,0.0227230061437348,0.439149638519788,0.393703626232319
2013-11-24,SPD,0.248266895270753,0.0199308615516502,0.268197756822403,0.228336033719103
2013-11-24,Grüne,0.0981597371053008,0.0136860294327761,0.111845766538077,0.0844737076725246
2013-11-24,FDP,0.0335733676239463,0.00821653950564366,0.0417899071295899,0.0253568281183026
2013-11-24,Linke,0.0935733676239463,0.0133829232747535,0.1069562908987,0.0801904443491927
2013-11-24,AfD,0.0485626518074011,0.00984780682954708,0.0584104586369481,0.038714844977854
2013-11-27,CDU/CSU,0.42,0.0227485052872249,0.442748505287225,0.397251494712775
2013-11-27,SPD,0.244695627322092,0.0198455787367819,0.264541206058874,0.22485004858531
2013-11-27,Grüne,0.0945870248642469,0.013493392397828,0.108080417262075,0.081093632466419
2013-11-27,FDP,0.03,0.00786294369819949,0.0378629436981995,0.0221370563018005
2013-11-27,Linke,0.0935724492712203,0.0133831551871963,0.106955604458417,0.080189294084024
2013-11-27,AfD,0.0485624464132609,0.00984799371248928,0.0584104401257502,0.0387144527007717
2013-11-29,CDU/CSU,0.42,0.0227740601719198,0.44277406017192,0.39722593982808
2013-11-29,SPD,0.244656160458453,0.0198640802292264,0.264520240687679,0.224792080229226
2013-11-29,Grüne,0.0927793696275072,0.0133586991404011,0.106138068767908,0.079420670487106
2013-11-29,FDP,0.03,0.00787010315186246,0.0378701031518625,0.0221298968481375
2013-11-29,Linke,0.0954011461318052,0.0135356561604585,0.108936802292264,0.0818654899713467
2013-11-29,AfD,0.0485587392550143,0.00985907736389685,0.0584178166189112,0.0386996618911175
2013-12-01,CDU/CSU,0.416665736217725,0.022421434752268,0.439087170969993,0.394244301465457
2013-12-01,SPD,0.248128401953943,0.0196546364270761,0.267783038381019,0.228473765526867
2013-12-01,Grüne,0.0896315422191207,0.0129902805303559,0.102621822749477,0.0766412616887648
2013-12-01,FDP,0.0333342637822749,0.00809747103977669,0.0414317348220516,0.0252367927424983
2013-12-01,Linke,0.095261688764829,0.0133380041870202,0.108599692951849,0.0819236845778088
2013-12-01,AfD,0.048595952547104,0.00971944452198186,0.0583153970690858,0.0388765080251221
2013-12-04,CDU/CSU,0.416668990518684,0.0224079503625209,0.439076940881205,0.394261040156163
2013-12-04,SPD,0.248110708310095,0.0196410708310095,0.267751779141104,0.228469637479085
2013-12-04,Grüne,0.093127440044618,0.0131703206915784,0.106297760736196,0.0799571193530396
2013-12-04,FDP,0.0333310094813162,0.00809260178471835,0.0414236112660346,0.0252384076965979
2013-12-04,Linke,0.0952663134411601,0.0133294729503625,0.108595786391523,0.0819368404907976
2013-12-04,AfD,0.0485973229224763,0.00971479782487451,0.0583121207473508,0.0388825250976018
2013-12-05,CDU/CSU,0.41887371569775,0.0218349070100143,0.440708622707764,0.397038808687736
2013-12-05,SPD,0.248237742229159,0.0191273832748082,0.267365125503967,0.22911035895435
2013-12-05,Grüne,0.0935895435037066,0.0128440512420341,0.106433594745741,0.0807454922616725
2013-12-05,FDP,0.033107036025491,0.00786695409025881,0.0409739901157498,0.0252400819352322
2013-12-05,Linke,0.094912212251268,0.0129663688386006,0.107878581089869,0.0819458434126674
2013-12-05,AfD,0.048019248276759,0.0094262179737287,0.0574454662504877,0.0385930303030303
2013-12-08,CDU/CSU,0.422006323277565,0.0220100948491635,0.444016418126729,0.399996228428402
2013-12-08,SPD,0.248085891186932,0.019258898695824,0.267344789882756,0.228826992491108
2013-12-08,Grüne,0.0936358846001844,0.0129340943222237,0.106569978922408,0.0807017902779607
2013-12-08,FDP,0.03,0.00760447371887762,0.0376044737188776,0.0223955262811224
2013-12-08,Linke,0.0949756290343828,0.0130579910420234,0.108033620076406,0.0819176379923594
2013-12-08,AfD,0.0479936767224345,0.00948940192333026,0.0574830786457647,0.0385042747991042
2013-12-11,CDU/CSU,0.425307063784924,0.022034258039009,0.447341321823932,0.403272805745915
2013-12-11,SPD,0.251392988929889,0.0193457999472852,0.270738788877175,0.232047188982604
2013-12-11,Grüne,0.0903334211913548,0.0127596692145493,0.103093090405904,0.0775737519768055
2013-12-11,FDP,0.03,0.00760483921982077,0.0376048392198208,0.0223951607801792
2013-12-11,Linke,0.0949736425935688,0.0130618120716921,0.108035454665261,0.0819118305218766
2013-12-11,AfD,0.0479928835002636,0.00949308118081181,0.0574859646810754,0.0384998023194518
2013-12-13,CDU/CSU,0.425317575597517,0.0220506404331177,0.447368216030635,0.4032669351644
2013-12-13,SPD,0.249718737620494,0.0193098283375149,0.269028565958009,0.230408909282979
2013-12-13,Grüne,0.0920110920375016,0.0129061956952331,0.104917287732735,0.0791048963422686
2013-12-13,FDP,0.0316572032219728,0.0078432747920243,0.0395004780139971,0.0238139284299485
2013-12-13,Linke,0.0949636867819886,0.0130715740129407,0.108035260794929,0.0818921127690479
2013-12-13,AfD,0.0463317047405256,0.00929755711078833,0.0556292618513139,0.0370341476297372
2013-12-15,CDU/CSU,0.425606292635389,0.0226745900041765,0.448280882639566,0.402931702631213
2013-12-15,SPD,0.246513991368509,0.019782742586663,0.266296733955172,0.226731248781846
2013-12-15,Grüne,0.0921202840038981,0.0132723040512321,0.10539258805513,0.078847979952666
2013-12-15,FDP,0.0343937073646109,0.00837127105666156,0.0427649784212724,0.0260224363079493
2013-12-15,Linke,0.0952331894751497,0.0134466615620214,0.108679851037171,0.0817865279131282
2013-12-15,AfD,0.0461325351524433,0.00955095085618822,0.0556834860086315,0.036581584296255
2013-12-17,CDU/CSU,0.422119988864142,0.0226532113028953,0.444773200167038,0.399466777561247
2013-12-17,SPD,0.246513084632517,0.0197788307349666,0.266291915367483,0.22673425389755
2013-12-17,Grüne,0.0921199888641425,0.0132720169821826,0.105392005846325,0.0788479718819599
2013-12-17,FDP,0.0378800111358575,0.00871624025612472,0.0465962513919822,0.0291637708797327
2013-12-17,Linke,0.0952338530066815,0.013446425389755,0.108680278396437,0.0817874276169265
2013-12-17,AfD,0.0461330734966592,0.00954732321826281,0.0556803967149221,0.0365857502783964
2013-12-20,CDU/CSU,0.42,0.0233401726467497,0.44334017264675,0.39665982735325
2013-12-20,SPD,0.249241855577241,0.0204902972526648,0.269732152829905,0.228751558324576
2013-12-20,Grüne,0.09,0.0135316859330431,0.103531685933043,0.0764683140669569
2013-12-20,FDP,0.04,0.00926517940249212,0.0492651794024921,0.0307348205975079
2013-12-20,Linke,0.0941435219936946,0.0137402206875844,0.107883742681279,0.0804033013061102
2013-12-20,AfD,0.0466146224290647,0.00987113796727218,0.0564857603963369,0.0367434844617925
2013-12-22,CDU/CSU,0.416698564593301,0.0225121165212496,0.439210681114551,0.394186448072052
2013-12-22,SPD,0.249289332958064,0.0197826231353786,0.269071956093442,0.229506709822685
2013-12-22,Grüne,0.09,0.0130670391218688,0.103067039121869,0.0769329608781312
2013-12-22,FDP,0.04,0.00894614832535885,0.0489461483253589,0.0310538516746411
2013-12-22,Linke,0.0938840416549395,0.0132625147762454,0.107146556431185,0.080621526878694
2013-12-22,AfD,0.0468266253869969,0.00954314241486068,0.0563697678018576,0.0372834829721362
2014-01-01,CDU/CSU,0.416699957799972,0.0225072457448305,0.439207203544802,0.394192712055141
2014-01-01,SPD,0.249285412856942,0.0197778027852019,0.269063215642144,0.22950761007174
2014-01-01,Grüne,0.0935279223519482,0.0132532353354902,0.106781157687438,0.080274687016458
2014-01-01,FDP,0.0435279223519482,0.00924901111267408,0.0527769334646223,0.0342789112392742
2014-01-01,Linke,0.0938866225910817,0.0132583485722324,0.107144971163314,0.0806282740188493
2014-01-01,AfD,0.0433000422000281,0.00923931354620903,0.0525393557462372,0.0340607286538191
2014-01-08,CDU/CSU,0.414023911491792,0.0253534564596717,0.439377367951463,0.38867045503212
2014-01-08,SPD,0.249989293361884,0.0222715631691649,0.272260856531049,0.22771773019272
2014-01-08,Grüne,0.0917897930049964,0.0148820556745182,0.106671848679515,0.0769077373304782
2014-01-08,FDP,0.0417897930049964,0.0103298447537473,0.0521196377587438,0.0314599482512491
2014-01-08,Linke,0.0922448251249108,0.0148885421127766,0.107133367237687,0.0773562830121342
2014-01-08,AfD,0.0459760885082084,0.0107024250535332,0.0566785135617416,0.0352736634546752
2014-01-09,CDU/CSU,0.412036345935421,0.0242651241278598,0.436301470063281,0.387771221807561
2014-01-09,SPD,0.251804316079831,0.0213613824436151,0.273165698523446,0.230442933636216
2014-01-09,Grüne,0.0916274541619341,0.0142483254908324,0.105875779652767,0.0773791286711017
2014-01-09,FDP,0.0416274541619341,0.00988277137757586,0.05151022553951,0.0317446827843583
2014-01-09,Linke,0.0911341878955054,0.0142179328249229,0.105352120720428,0.0769162550705825
2014-01-09,AfD,0.0454340418627292,0.0102215576829466,0.0556555995456758,0.0352124841797826
2014-01-12,CDU/CSU,0.415091013604139,0.0266503621383407,0.441741375742479,0.388440651465798
2014-01-12,SPD,0.252130676374784,0.0234396666027975,0.275570342977582,0.228691009771987
2014-01-12,Grüne,0.0919218241042345,0.0156443207511017,0.107566144855336,0.0762775033531328
2014-01-12,FDP,0.0419218241042345,0.0108619007472696,0.0527837248515041,0.0310599233569649
2014-01-12,Linke,0.0913393370377467,0.0156084307338571,0.106947767771604,0.0757309063038896
2014-01-12,AfD,0.0446081624832343,0.0111708296608546,0.0557789921440889,0.0334373328223798
2014-01-15,CDU/CSU,0.410229200773925,0.0233054755171901,0.433534676291115,0.386923725256735
2014-01-15,SPD,0.247190058044352,0.0204625643696979,0.26765262241405,0.226727493674654
2014-01-15,Grüne,0.0937252567346331,0.0137568462568835,0.107482102991517,0.0799684104777497
2014-01-15,FDP,0.0437252567346331,0.00960461527012948,0.0533298720047626,0.0341206414645037
2014-01-15,Linke,0.0932728084536389,0.0137289685965173,0.107001777050156,0.0795438398571216
2014-01-15,AfD,0.0458118767673761,0.00984457657389493,0.055656453341271,0.0359673001934812
2014-01-17,CDU/CSU,0.412048947918221,0.0233464065064916,0.435395354424713,0.38870254141173
2014-01-17,SPD,0.24533651693777,0.0204236337860021,0.265760150723773,0.224912883151768
2014-01-17,Grüne,0.0937352633935234,0.0137734293389046,0.107508692732428,0.0799618340546187
2014-01-17,FDP,0.0437352633935234,0.00961606476645277,0.0533513281599761,0.0341191986270706
2014-01-17,Linke,0.0932547380987912,0.0137434084465005,0.106998146545292,0.0795113296522907
2014-01-17,AfD,0.045827488434562,0.00985667064617221,0.0556841590807342,0.0359708177883898
2014-01-19,CDU/CSU,0.409961862177801,0.0218965005260389,0.43185836270384,0.388065361651762
2014-01-19,SPD,0.248921620199895,0.0192474986849027,0.268169118884797,0.229674121514992
2014-01-19,Grüne,0.0902603892688059,0.012734506838506,0.102994896107312,0.0775258824302998
2014-01-19,FDP,0.0432916885849553,0.00900746054708049,0.0522991491320358,0.0342842280378748
2014-01-19,Linke,0.0958995265649658,0.0130627130457654,0.108962239610731,0.0828368135192004
2014-01-19,AfD,0.0463229879011047,0.00928027748553393,0.0556032653866386,0.0370427104155708
2014-01-22,CDU/CSU,0.413253978692621,0.0219231829540971,0.435177161646718,0.391330795738524
2014-01-22,SPD,0.24892410890438,0.0192478613705116,0.268171970274892,0.229676247533868
2014-01-22,Grüne,0.0902591082467447,0.012737927134026,0.102997035380771,0.0775211811127187
2014-01-22,FDP,0.0432908062606866,0.00900752203077732,0.0522983282914639,0.0342832842299092
2014-01-22,Linke,0.0958989872418782,0.0130661765092727,0.108965163751151,0.0828328107326056
2014-01-22,AfD,0.0430316980139419,0.00899736551361305,0.0520290635275549,0.0340343325003288
2014-01-26,CDU/CSU,0.413065675340768,0.0212085353159851,0.434274210656753,0.391857140024783
2014-01-26,SPD,0.249565055762082,0.0186277199504337,0.268192775712515,0.230937335811648
2014-01-26,Grüne,0.0931003717472119,0.012494282527881,0.105594654275093,0.0806060892193309
2014-01-26,FDP,0.0465353159851301,0.00898700247831475,0.0555223184634449,0.0375483135068154
2014-01-26,Linke,0.0927013630731103,0.0124693543990087,0.105170717472119,0.0802320086741016
2014-01-26,AfD,0.04,0.00843870508054523,0.0484387050805452,0.0315612949194548
2014-01-29,CDU/CSU,0.416166522116219,0.0212300037170115,0.43739652583323,0.394936518399207
2014-01-29,SPD,0.249562631644158,0.0186274550861108,0.268190086730269,0.230935176558047
2014-01-29,Grüne,0.096202453227605,0.0126492528806839,0.108851706108289,0.0835532003469211
2014-01-29,FDP,0.0434345186470078,0.00872024160574898,0.0521547602527568,0.0347142770412588
2014-01-29,Linke,0.0896010407632264,0.012298699045967,0.101899739809193,0.0773023417172593
2014-01-29,AfD,0.04,0.00843861107669434,0.0484386110766943,0.0315613889233057
2014-01-31,CDU/CSU,0.417913832199546,0.0218348699479792,0.439748702147526,0.396078962251567
2014-01-31,CDU/CSU,0.417913832199546,0.0218348699479792,0.439748702147526,0.396078962251567
2014-01-31,CDU/CSU,0.417913832199546,0.0218348699479792,0.439748702147526,0.396078962251567
2014-01-31,CDU/CSU,0.417913832199546,0.0218348699479792,0.439748702147526,0.396078962251567
2014-01-31,SPD,0.249725223422702,0.0191747645724957,0.268899987995198,0.230550458850207
2014-01-31,SPD,0.249725223422702,0.0191747645724957,0.268899987995198,0.230550458850207
2014-01-31,SPD,0.249725223422702,0.0191747645724957,0.268899987995198,0.230550458850207
2014-01-31,SPD,0.249725223422702,0.0191747645724957,0.268899987995198,0.230550458850207
2014-01-31,Grüne,0.0982886487928505,0.0131391863412031,0.111427835134054,0.0851494624516473
2014-01-31,Grüne,0.0982886487928505,0.0131391863412031,0.111427835134054,0.0851494624516473
2014-01-31,Grüne,0.0982886487928505,0.0131391863412031,0.111427835134054,0.0851494624516473
2014-01-31,Grüne,0.0982886487928505,0.0131391863412031,0.111427835134054,0.0851494624516473
2014-01-31,FDP,0.0436974789915966,0.00897441643323996,0.0526718954248366,0.0347230625583567
2014-01-31,FDP,0.0436974789915966,0.00897441643323996,0.0526718954248366,0.0347230625583567
2014-01-31,FDP,0.0436974789915966,0.00897441643323996,0.0526718954248366,0.0347230625583567
2014-01-31,FDP,0.0436974789915966,0.00897441643323996,0.0526718954248366,0.0347230625583567
2014-01-31,Linke,0.0886474589835934,0.0125398626117114,0.101187321595305,0.0761075963718821
2014-01-31,Linke,0.0886474589835934,0.0125398626117114,0.101187321595305,0.0761075963718821
2014-01-31,Linke,0.0886474589835934,0.0125398626117114,0.101187321595305,0.0761075963718821
2014-01-31,Linke,0.0886474589835934,0.0125398626117114,0.101187321595305,0.0761075963718821
2014-01-31,AfD,0.04,0.00867122315592904,0.048671223155929,0.031328776844071
2014-01-31,AfD,0.04,0.00867122315592904,0.048671223155929,0.031328776844071
2014-01-31,AfD,0.04,0.00867122315592904,0.048671223155929,0.031328776844071
2014-01-31,AfD,0.04,0.00867122315592904,0.048671223155929,0.031328776844071
2014-02-02,CDU/CSU,0.421720797720798,0.0226889957264957,0.444409793447293,0.399031801994302
2014-02-02,SPD,0.245757834757835,0.0198224857549858,0.265580320512821,0.225935349002849
2014-02-02,Grüne,0.0988518518518518,0.0136548618233618,0.112506713675214,0.08519699002849
2014-02-02,FDP,0.04,0.00900372934472935,0.0490037293447293,0.0309962706552707
2014-02-02,Linke,0.0918247863247863,0.0131978917378917,0.105022678062678,0.0786268945868946
2014-02-02,AfD,0.04,0.00900372934472935,0.0490037293447293,0.0309962706552707
